job_id,skill_abr
3885863522,BD
3884834769,RSCH
3884834769,ANLS
3884834769,IT
3884824207,OTHR
3884824626,MGMT
3884824626,MNFC
3887484379,SALE
3887484379,BD
3884818257,OTHR
3885873060,ACCT
3885873060,FIN
3885838581,SALE
3885838581,BD
3885844778,ACCT
3885844778,FIN
3887860656,SALE
3887860656,BD
3888014028,MGMT
3888014028,MNFC
3884856691,HCPR
3884828947,HCPR
3888006883,SALE
3888006883,BD
3885841815,HCPR
3884439682,MGMT
3884439682,MNFC
3887717594,SALE
3887717594,BD
3884847129,EDU
3884847129,TRNG
3887845396,OTHR
3884820805,OTHR
3887863188,OTHR
3884854235,IT
3884860303,HCPR
3888010713,MGMT
3888010713,MNFC
3884434858,PRJM
3884434858,IT
3885841814,HCPR
3884437746,OTHR
3887888318,SALE
3887888318,MGMT
3884856692,HCPR
3885840833,IT
3884859329,HCPR
3885804819,OTHR
3885843704,HCPR
3887862334,SALE
3887862334,BD
3887719397,ANLS
3884891857,HCPR
3884856688,HCPR
3884859328,HCPR
3884856652,MGMT
3884856652,MNFC
3887860715,SALE
3887860715,BD
3884857506,HCPR
3884861118,HCPR
3884858496,HCPR
3884847130,EDU
3884847130,TRNG
3884889889,HCPR
3884920248,MGMT
3884920248,MNFC
3884442203,MGMT
3884442203,MNFC
3885856198,HCPR
3884861120,OTHR
3884859327,CNSL
3884860305,HCPR
3885812676,OTHR
3887883853,MGMT
3887883853,MNFC
3884441108,IT
3885840840,PRJM
3885840840,IT
3884857507,HCPR
3884844723,EDU
3884844723,TRNG
3884848974,SALE
3884848974,BD
3884898495,MGMT
3884898495,MNFC
3884854934,HCPR
3884855690,HCPR
3887857932,SALE
3887857932,BD
3885103149,HCPR
3885103169,HCPR
3884896957,HCPR
3885814531,ADM
3884896193,HCPR
3885100364,HCPR
3886202424,OTHR
3884819121,HCPR
3886204195,OTHR
3884437418,GENB
3884834768,ENG
3884834768,IT
3886202504,BD
3886202504,SALE
3884855691,HCPR
3886204242,MGMT
3886204242,MNFC
3884896960,HCPR
3885100544,HCPR
3884898883,HCPR
3884899830,MGMT
3884899830,MNFC
3885103363,MGMT
3885103363,MNFC
3885102342,MGMT
3885102342,MNFC
3885106029,IT
3885101678,IT
3885105058,SALE
3885101679,SALE
3885102343,MGMT
3885102343,MNFC
3885100726,MGMT
3885100726,MNFC
3885106027,MGMT
3885106027,MNFC
3886207147,MGMT
3886207147,MNFC
3885100857,MGMT
3885100857,MNFC
3885102465,IT
3885102463,MGMT
3885102463,MNFC
3885105170,MGMT
3885105170,MNFC
3885104244,IT
3884899957,SALE
3885106135,IT
3885102462,MGMT
3885102462,MNFC
3885102467,SALE
3885102484,OTHR
3885104251,HCPR
3885106156,HCPR
3884899977,IT
3885105190,HCPR
3885102491,HCPR
3885100881,IT
3885106158,HCPR
3884899983,IT
3885102486,HCPR
3885100880,HCPR
3885101799,HCPR
3885106162,HCPR
3885104258,IT
3885105188,HCPR
3885103482,HCPR
3885102488,RSCH
3885102488,ANLS
3885102488,IT
3885100882,IT
3885105189,HCPR
3885102492,IT
3885105187,HCPR
3885102490,HCPR
3884899984,OTHR
3888024632,CUST
3885848310,OTHR
3884841916,MGMT
3884841916,MNFC
3888019975,ENG
3888019975,IT
3888006972,SALE
3888006972,BD
3888006975,SALE
3888006975,BD
3888012103,SALE
3888012103,BD
3888011047,SALE
3888011047,BD
3885105411,MGMT
3885105411,MNFC
